# Pathway	SRR579292_Abundance
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	10.6222540316
PWY-6124: inosine-5'-phosphate biosynthesis II	18.5314574661
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	5.2429230676
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Streptococcus.s__Streptococcus_lutetiensis	3.8605805112
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	18.4868540114
PWY66-409: superpathway of purine nucleotide salvage	18.4748135386
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	18.1097880806
PWY-5659: GDP-mannose biosynthesis	17.9491065962
PWY-5659: GDP-mannose biosynthesis|g__Escherichia.s__Escherichia_coli	1.1830113383
PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.1138613405
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	17.9104105379
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	3.9655055719
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	17.9078412478
TRPSYN-PWY: L-tryptophan biosynthesis	17.7038620320
TRPSYN-PWY: L-tryptophan biosynthesis|g__Escherichia.s__Escherichia_coli	3.8194939292
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	17.3162492672
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	1.4453491114
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	17.2020037882
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|g__Escherichia.s__Escherichia_coli	3.0102135756
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	17.1279545242
LACTOSECAT-PWY: lactose and galactose degradation I	16.9481563237
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_lutetiensis	4.1708806472
PWY-6892: thiazole biosynthesis I (E. coli)	16.7225342331
PWY-6892: thiazole biosynthesis I (E. coli)|g__Escherichia.s__Escherichia_coli	5.4438243436
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	16.5974989002
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	11.2992155345
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Escherichia.s__Escherichia_coli	11.0179413265
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	16.5676064998
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	16.4978727203
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Escherichia.s__Escherichia_coli	3.1325129723
FUCCAT-PWY: fucose degradation	16.1752190390
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	5.2677492677
PWY-6317: galactose degradation I (Leloir pathway)	16.1594389825
PWY-6317: galactose degradation I (Leloir pathway)|g__Escherichia.s__Escherichia_coli	1.5448515751
PWY66-422: D-galactose degradation V (Leloir pathway)	16.1594389825
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Escherichia.s__Escherichia_coli	1.5448515751
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	15.9715993120
PWY-5971: palmitate biosynthesis II (bacteria and plants)	15.9654853416
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	15.9000985669
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli	2.8181848992
TCA: TCA cycle I (prokaryotic)	15.7411262545
TCA: TCA cycle I (prokaryotic)|g__Escherichia.s__Escherichia_coli	7.9866636830
PWY-5367: petroselinate biosynthesis	15.7089561006
PWY-5367: petroselinate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	2.1523157953
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	15.4536709320
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	4.6985505800
PWY-5723: Rubisco shunt	15.3598549141
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	14.9917929428
PWY-6113: superpathway of mycolate biosynthesis	14.9812008543
PWY-6612: superpathway of tetrahydrofolate biosynthesis	14.7951567867
PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_coli	3.0871245421
PWY-5989: stearate biosynthesis II (bacteria and plants)	14.7743123141
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	5.2777303469
DAPLYSINESYN-PWY: L-lysine biosynthesis I	14.7386720024
PWY-7392: taxadiene biosynthesis (engineered)	14.7020083869
FASYN-ELONG-PWY: fatty acid elongation -- saturated	14.6360418036
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Escherichia.s__Escherichia_coli	5.2768996137
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	14.5141617813
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	11.1238732227
PWY-6891: thiazole biosynthesis II (Bacillus)	14.4321654470
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	14.2013507554
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Escherichia.s__Escherichia_coli	5.1598800819
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	14.1930550594
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	14.1773796504
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	13.9161163688
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	5.4559550996
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	13.8659648300
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	5.0253399113
PWY-6353: purine nucleotides degradation II (aerobic)	13.8294237340
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	7.6255909645
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	13.8250944711
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	13.7968179257
PWY-6305: putrescine biosynthesis IV	13.7967138645
PWY-6305: putrescine biosynthesis IV|g__Escherichia.s__Escherichia_coli	3.5269333475
PWY-6630: superpathway of L-tyrosine biosynthesis	13.6837278021
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Escherichia.s__Escherichia_coli	2.5587536159
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	13.6251869608
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	13.6251869608
PWY-7664: oleate biosynthesis IV (anaerobic)	13.6154518594
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Escherichia.s__Escherichia_coli	5.2540049668
PWY-6901: superpathway of glucose and xylose degradation	13.5035926101
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	13.4008485886
PWY-6628: superpathway of L-phenylalanine biosynthesis	13.3368383947
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	4.2488228277
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	13.2747847748
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|g__Escherichia.s__Escherichia_coli	6.8651414415
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	13.2488385069
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	8.4420530049
HSERMETANA-PWY: L-methionine biosynthesis III	13.1745259542
PWY-6527: stachyose degradation	12.9962847580
PWY-6527: stachyose degradation|g__Escherichia.s__Escherichia_coli	1.2446638236
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	12.7481611136
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Escherichia.s__Escherichia_coli	4.4996120840
GLYOXYLATE-BYPASS: glyoxylate cycle	12.7013910857
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	8.1812510920
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	12.6178377728
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12.5851050431
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)|g__Escherichia.s__Escherichia_coli	8.4565841181
PWYG-321: mycolate biosynthesis	12.5502442838
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	12.4572395013
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Escherichia.s__Escherichia_coli	5.2237860263
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	12.4066752243
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Escherichia.s__Escherichia_coli	8.1713789739
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	12.3554884713
P108-PWY: pyruvate fermentation to propanoate I	12.3027137897
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	12.2229390961
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	12.1841011569
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Escherichia.s__Escherichia_coli	5.3954179195
PWY-6608: guanosine nucleotides degradation III	12.1381980937
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	10.0367324962
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	12.1257357060
PWY-7242: D-fructuronate degradation	12.0822931288
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	5.3034779719
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.5457165812
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	12.0222117735
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Escherichia.s__Escherichia_coli	6.4598795879
PWY-2941: L-lysine biosynthesis II	11.9977755707
PWY-4981: L-proline biosynthesis II (from arginine)	11.9589756518
PWY-5897: superpathway of menaquinol-11 biosynthesis	11.8418165294
PWY-5897: superpathway of menaquinol-11 biosynthesis|g__Escherichia.s__Escherichia_coli	3.4369566199
PWY-5898: superpathway of menaquinol-12 biosynthesis	11.8418165294
PWY-5898: superpathway of menaquinol-12 biosynthesis|g__Escherichia.s__Escherichia_coli	3.4369566199
PWY-5899: superpathway of menaquinol-13 biosynthesis	11.8418165294
PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Escherichia.s__Escherichia_coli	3.4369566199
PWY-6609: adenine and adenosine salvage III	11.7579788573
PWY-6609: adenine and adenosine salvage III|g__Escherichia.s__Escherichia_coli	6.3491269999
ENTBACSYN-PWY: enterobactin biosynthesis	11.6688106891
ENTBACSYN-PWY: enterobactin biosynthesis|g__Escherichia.s__Escherichia_coli	3.5829047782
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	11.6039251279
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Escherichia.s__Escherichia_coli	8.4565841181
PWY-5838: superpathway of menaquinol-8 biosynthesis I	11.4596591918
PWY-5838: superpathway of menaquinol-8 biosynthesis I|g__Escherichia.s__Escherichia_coli	3.4236630271
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	11.4408416896
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Escherichia.s__Escherichia_coli	6.4148728064
PWY-5690: TCA cycle II (plants and fungi)	11.3908196192
PWY-5690: TCA cycle II (plants and fungi)|g__Escherichia.s__Escherichia_coli	8.0499282786
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	11.3820396483
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	11.3512387784
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|g__Escherichia.s__Escherichia_coli	10.2927857251
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	11.3496280074
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	11.1402786732
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	1.1507761529
PWY-5840: superpathway of menaquinol-7 biosynthesis	11.0181178330
PWY-5840: superpathway of menaquinol-7 biosynthesis|g__Escherichia.s__Escherichia_coli	0.6552560120
PWY-5845: superpathway of menaquinol-9 biosynthesis	11.0181178330
PWY-5845: superpathway of menaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	0.6552560120
PWY-5850: superpathway of menaquinol-6 biosynthesis I	11.0181178330
PWY-5850: superpathway of menaquinol-6 biosynthesis I|g__Escherichia.s__Escherichia_coli	0.6552560120
PWY-5896: superpathway of menaquinol-10 biosynthesis	11.0181178330
PWY-5896: superpathway of menaquinol-10 biosynthesis|g__Escherichia.s__Escherichia_coli	0.6552560120
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	10.9581121312
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	9.5187174970
PWY-6629: superpathway of L-tryptophan biosynthesis	10.7994457549
COLANSYN-PWY: colanic acid building blocks biosynthesis	10.5959139062
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	0.7998859519
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	10.4236475028
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Escherichia.s__Escherichia_coli	0.4199701809
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	10.2610205561
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli	0.5686668644
RHAMCAT-PWY: L-rhamnose degradation I	10.0471174469
RHAMCAT-PWY: L-rhamnose degradation I|g__Escherichia.s__Escherichia_coli	8.1962261691
PWY-6859: all-trans-farnesol biosynthesis	10.0221682107
PWY-6859: all-trans-farnesol biosynthesis|g__Escherichia.s__Escherichia_coli	5.3234542573
PWY-6859: all-trans-farnesol biosynthesis|g__Streptococcus.s__Streptococcus_lutetiensis	3.3027590278
METHGLYUT-PWY: superpathway of methylglyoxal degradation	10.0062466219
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	9.8745652295
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	6.5236505933
PWY-6606: guanosine nucleotides degradation II	9.7208337482
PENTOSE-P-PWY: pentose phosphate pathway	9.6359265557
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	9.6081955976
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	9.5954488343
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_rectale	1.7982474992
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0.8071109888
GALACTUROCAT-PWY: D-galacturonate degradation I	9.5619661845
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Escherichia.s__Escherichia_coli	5.0271371955
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.0805439160
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	9.5368117615
NAGLIPASYN-PWY: lipid IVA biosynthesis	9.4868595292
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Escherichia.s__Escherichia_coli	2.1936031667
AEROBACTINSYN-PWY: aerobactin biosynthesis	9.2460873299
AEROBACTINSYN-PWY: aerobactin biosynthesis|g__Escherichia.s__Escherichia_coli	9.2460873299
PWY-7254: TCA cycle VII (acetate-producers)	9.1149709112
PWY-7254: TCA cycle VII (acetate-producers)|g__Escherichia.s__Escherichia_coli	5.4723455108
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	9.0409797016
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|g__Escherichia.s__Escherichia_coli	2.2795394337
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	8.9566609666
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis|g__Escherichia.s__Escherichia_coli	3.7435149645
PWY-6897: thiamin salvage II	8.7339261557
PWY-6897: thiamin salvage II|g__Escherichia.s__Escherichia_coli	2.8747263303
PWY-5104: L-isoleucine biosynthesis IV	8.5929084814
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	8.5547436928
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I|g__Escherichia.s__Escherichia_coli	3.5864644038
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	8.5547436928
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|g__Escherichia.s__Escherichia_coli	3.5864644038
PWY-4041: &gamma;-glutamyl cycle	8.3928989106
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	7.5306763346
PWY-5918: superpathay of heme biosynthesis from glutamate	8.3140331195
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	8.2233632155
PPGPPMET-PWY: ppGpp biosynthesis	8.1875122888
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	7.9532319454
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	2.1022621004
KETOGLUCONMET-PWY: ketogluconate metabolism	7.7022192505
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	7.5787048876
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	7.5439204571
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Escherichia.s__Escherichia_coli	5.3197533077
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	7.5347160733
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	5.0667496542
PWY-5173: superpathway of acetyl-CoA biosynthesis	7.4955670781
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Streptococcus.s__Streptococcus_lutetiensis	2.6587245325
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Escherichia.s__Escherichia_coli	0.3606510953
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	7.4245491653
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	3.4354882257
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.7250658289
PWY-6803: phosphatidylcholine acyl editing	7.3695860615
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	6.5626544621
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	7.1402965812
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|g__Escherichia.s__Escherichia_coli	4.6150035079
PYRIDNUCSAL-PWY: NAD salvage pathway I	7.0457839817
PWY0-781: aspartate superpathway	6.9420681910
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	6.8392046388
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Escherichia.s__Escherichia_coli	4.1853230804
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.9530667674
PWY-7199: pyrimidine deoxyribonucleosides salvage	6.7435140518
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Escherichia.s__Escherichia_coli	2.6901150356
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	6.1405804567
PWY-621: sucrose degradation III (sucrose invertase)	6.1080030737
PWY-621: sucrose degradation III (sucrose invertase)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	1.4198294895
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	6.0056259120
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Escherichia.s__Escherichia_coli	3.4973374911
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.0045545622
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	5.9963316901
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Escherichia.s__Escherichia_coli	5.4706618398
PWY0-1533: methylphosphonate degradation I	5.9924037284
PWY0-1533: methylphosphonate degradation I|g__Escherichia.s__Escherichia_coli	5.9924037284
PWY-5863: superpathway of phylloquinol biosynthesis	5.8184556800
PWY-5863: superpathway of phylloquinol biosynthesis|g__Escherichia.s__Escherichia_coli	4.4178225666
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	5.7851472736
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)|g__Escherichia.s__Escherichia_coli	4.7091241411
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	5.7851472736
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Escherichia.s__Escherichia_coli	4.7091241411
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	5.5036551377
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Escherichia.s__Escherichia_coli	3.7497548858
PWY-5913: TCA cycle VI (obligate autotrophs)	5.3630365636
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	5.1879623986
PWY-6588: pyruvate fermentation to acetone	5.2105586688
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	5.2094859153
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis|g__Escherichia.s__Escherichia_coli	3.1846946265
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	4.6598097746
PWY-7003: glycerol degradation to butanol	4.6406710172
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	4.0879855273
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	3.6718739179
AST-PWY: L-arginine degradation II (AST pathway)	3.3727850285
AST-PWY: L-arginine degradation II (AST pathway)|g__Escherichia.s__Escherichia_coli	2.3410367948
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	3.1392060293
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	2.7568673313
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Escherichia.s__Escherichia_coli	2.7568673313
PWY0-41: allantoin degradation IV (anaerobic)	2.7143690146
PWY-5692: allantoin degradation to glyoxylate II	2.7112908663
PWY-5705: allantoin degradation to glyoxylate III	2.7112908663
URDEGR-PWY: superpathway of allantoin degradation in plants	2.7112908663
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	2.1442615560
PWY-6823: molybdenum cofactor biosynthesis	2.0539381126
PWY-6823: molybdenum cofactor biosynthesis|g__Escherichia.s__Escherichia_coli	1.9384937110
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	1.3983444013
PWY0-1338: polymyxin resistance	1.2262023395
PWY0-1338: polymyxin resistance|g__Escherichia.s__Escherichia_coli	1.2262023395
HISDEG-PWY: L-histidine degradation I	0.8160292386
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)	0.7451522144
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.7451522144
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	0.6343960517
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.6343960517
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	0.6343960517
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.6343960517
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	0.6343960517
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.6343960517
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	0.6343960517
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	0.6343960517
GALACTARDEG-PWY: D-galactarate degradation I	0.4224782388
GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_coli	0.4224782388
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0.4224782388
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	0.4224782388
GLUCARDEG-PWY: D-glucarate degradation I	0.4183951626
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	0.4183951626
